Company Name,Search ID,Promotion Price,No Promotion Price,Departure Date,Departure Time,Arrival Time,Arrival Date,Arrival Location,Departure Location,Class
1001,19,,89.87,2023-07-07 00:00:00,23:59,06:04,2023-07-08,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Direto
Expresso Adamantina,19,,119.99,2023-07-07 00:00:00,23:59,05:44,2023-07-08,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Non Stop
Catarinense,19,,79.99,2023-07-07 00:00:00,23:59,06:29,2023-07-08,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Convencional - DD
Catarinense,19,,169.99,2023-07-07 00:00:00,23:59,06:29,2023-07-08,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Gontijo,20,,416.16,2023-07-08 00:00:00,13:30,08:21,2023-07-10,"Recife, PE - Rodoviaria","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Gontijo,21,,416.16,2023-07-09 00:00:00,13:30,08:21,2023-07-11,"Recife, PE - Rodoviaria","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
LOW FARE EMPRESA Cometa,22,114.99,91.9,2023-07-10 00:00:00,22:00,05:40,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Premium
LOW FARE EMPRESA Cometa,22,114.99,91.9,2023-07-10 00:00:00,22:59,06:29,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Premium
Util,22,,147.99,2023-07-10 00:00:00,00:30,07:55,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,190.0,2023-07-10 00:00:00,00:30,07:35,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,95.0,2023-07-10 00:00:00,00:30,07:35,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,170.0,2023-07-10 00:00:00,00:30,07:35,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,94.99,2023-07-10 00:00:00,00:30,07:55,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,189.99,2023-07-10 00:00:00,00:30,07:55,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,148.0,2023-07-10 00:00:00,00:30,07:35,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,169.99,2023-07-10 00:00:00,00:30,07:55,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,159.99,2023-07-10 00:00:00,08:30,16:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,121.99,2023-07-10 00:00:00,08:30,16:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,94.99,2023-07-10 00:00:00,08:30,16:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,149.99,2023-07-10 00:00:00,08:30,16:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Cometa,22,,94.99,2023-07-10 00:00:00,09:00,16:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Premium
Cometa,22,,159.99,2023-07-10 00:00:00,09:00,16:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Util,22,,156.0,2023-07-10 00:00:00,10:20,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Leito
Util,22,,166.0,2023-07-10 00:00:00,10:20,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Leito - Individual
Util,22,,95.0,2023-07-10 00:00:00,10:20,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Semileito
Util,22,,122.0,2023-07-10 00:00:00,10:20,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Semileito - Comfort
Util,22,,94.99,2023-07-10 00:00:00,11:00,18:50,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,150.0,2023-07-10 00:00:00,11:00,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,149.99,2023-07-10 00:00:00,11:00,18:50,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,122.0,2023-07-10 00:00:00,11:00,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,159.99,2023-07-10 00:00:00,11:00,18:50,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,160.0,2023-07-10 00:00:00,11:00,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Cometa,22,,94.0,2023-07-10 00:00:00,11:00,18:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Util,22,,95.0,2023-07-10 00:00:00,11:00,19:10,2023-07-10,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,121.99,2023-07-10 00:00:00,11:00,18:50,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Cometa,22,,159.99,2023-07-10 00:00:00,13:00,20:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Cometa,22,,94.99,2023-07-10 00:00:00,13:00,20:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Premium
Util,22,,94.99,2023-07-10 00:00:00,13:15,20:45,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Util,22,,159.99,2023-07-10 00:00:00,14:30,22:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,94.99,2023-07-10 00:00:00,14:30,22:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,149.99,2023-07-10 00:00:00,14:30,22:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,121.99,2023-07-10 00:00:00,14:30,22:30,2023-07-10,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,150.0,2023-07-10 00:00:00,14:30,23:35,2023-07-10,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,160.0,2023-07-10 00:00:00,14:30,23:35,2023-07-10,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,94.99,2023-07-10 00:00:00,14:30,23:35,2023-07-10,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,121.99,2023-07-10 00:00:00,14:30,23:35,2023-07-10,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,94.99,2023-07-10 00:00:00,21:00,04:30,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Util,22,,179.99,2023-07-10 00:00:00,21:00,04:30,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,169.99,2023-07-10 00:00:00,21:00,04:30,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Wemobi,22,,117.91,2023-07-10 00:00:00,22:00,05:00,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Shopping Bossa Nova",Semileito
Util,22,,121.99,2023-07-10 00:00:00,22:00,05:10,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Wemobi,22,,156.91,2023-07-10 00:00:00,22:00,05:00,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Shopping Bossa Nova",Leito
Util,22,,94.99,2023-07-10 00:00:00,22:00,05:10,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,169.99,2023-07-10 00:00:00,22:00,05:10,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,179.99,2023-07-10 00:00:00,22:00,05:10,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Cometa,22,,169.99,2023-07-10 00:00:00,22:00,05:40,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Util,22,,169.99,2023-07-10 00:00:00,22:30,06:15,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,179.99,2023-07-10 00:00:00,22:30,06:15,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,121.99,2023-07-10 00:00:00,22:30,06:15,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,94.99,2023-07-10 00:00:00,22:30,06:15,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,169.99,2023-07-10 00:00:00,22:30,07:20,2023-07-11,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,179.99,2023-07-10 00:00:00,22:30,07:20,2023-07-11,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,94.99,2023-07-10 00:00:00,22:30,07:20,2023-07-11,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,121.99,2023-07-10 00:00:00,22:30,07:20,2023-07-11,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,170.33,2023-07-10 00:00:00,22:54,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Leito
Util,22,,180.33,2023-07-10 00:00:00,22:54,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Leito - Individual
Util,22,,95.33,2023-07-10 00:00:00,22:54,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Semileito
Util,22,,122.33,2023-07-10 00:00:00,22:54,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Metro Sao Cristovao",Semileito - Comfort
GIPSYY,22,,124.59,2023-07-10 00:00:00,22:55,05:40,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
GIPSYY,22,,179.59,2023-07-10 00:00:00,22:55,05:40,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
GIPSYY,22,,169.59,2023-07-10 00:00:00,22:55,05:40,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Cometa,22,,169.99,2023-07-10 00:00:00,22:59,06:29,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Util,22,,179.99,2023-07-10 00:00:00,23:00,05:40,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Cama
Wemobi,22,,157.61,2023-07-10 00:00:00,23:00,06:00,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,149.99,2023-07-10 00:00:00,23:00,05:40,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Wemobi,22,,118.61,2023-07-10 00:00:00,23:00,06:00,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,190.34,2023-07-10 00:00:00,23:00,06:50,2023-07-11,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Cama
Util,22,,150.0,2023-07-10 00:00:00,23:00,06:50,2023-07-11,"Belo Horizonte, MG - Garagem Util","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,95.33,2023-07-10 00:00:00,23:30,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,94.99,2023-07-10 00:00:00,23:30,06:45,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Util,22,,180.33,2023-07-10 00:00:00,23:30,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Wemobi,22,,142.93,2023-07-10 00:00:00,23:30,06:30,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Shopping Bossa Nova",Leito
Util,22,,179.99,2023-07-10 00:00:00,23:30,06:45,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Util,22,,122.33,2023-07-10 00:00:00,23:30,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,121.99,2023-07-10 00:00:00,23:30,06:45,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Comfort
Util,22,,169.99,2023-07-10 00:00:00,23:30,06:45,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Util,22,,170.33,2023-07-10 00:00:00,23:30,07:04,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Cometa,22,,94.99,2023-07-10 00:00:00,23:58,07:30,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Premium
Cometa,22,,169.99,2023-07-10 00:00:00,23:58,07:30,2023-07-11,"Belo Horizonte, MG - Rodoviária","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Util,22,,97.0,2023-07-10 00:00:00,23:59,07:35,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Shopping Rio Sul",Semileito
Util,22,,151.0,2023-07-10 00:00:00,23:59,07:35,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Shopping Rio Sul",Semileito - Comfort
Util,22,,173.0,2023-07-10 00:00:00,23:59,07:35,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Shopping Rio Sul",Leito
Util,22,,184.0,2023-07-10 00:00:00,23:59,07:35,2023-07-11,"Belo Horizonte, MG - Terminal JK","Rio de Janeiro, RJ - Shopping Rio Sul",Leito - Individual
Gontijo,23,,682.0,2023-07-26 00:00:00,15:30,08:17,2023-07-28,"Belo Horizonte, MG - Rodoviária","Recife, PE - Rodoviaria",Convencional
Gontijo,23,,682.0,2023-07-26 00:00:00,15:30,09:02,2023-07-28,"Belo Horizonte, MG - Ponto de Apoio Gontijo","Recife, PE - Rodoviaria",Convencional
Gontijo,23,,351.83,2023-07-26 00:00:00,15:37,08:55,2023-07-28,"Belo Horizonte, MG - Rodoviária","Recife, PE - Rodoviaria",Convencional
Gontijo,23,,679.0,2023-07-26 00:00:00,15:37,09:40,2023-07-28,"Belo Horizonte, MG - Ponto de Apoio Gontijo","Recife, PE - Rodoviaria",Convencional
Gontijo,23,,357.77,2023-07-26 00:00:00,20:30,12:12,2023-07-28,"Belo Horizonte, MG - Rodoviária","Recife, PE - Rodoviaria",Executivo
Gontijo,23,,672.0,2023-07-11 00:00:00,17:56,11:21,2023-07-13,"Recife, PE - Rodoviaria","Belo Horizonte, MG - Ponto de Apoio Gontijo",Convencional
Gontijo,23,,357.19,2023-07-11 00:00:00,18:36,11:21,2023-07-13,"Recife, PE - Rodoviaria","Belo Horizonte, MG - Rodoviária",Convencional
LOW FARE EMPRESA Cometa,24,154.99,85.49,2023-07-12 00:00:00,22:00,06:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Premium
LOW FARE EMPRESA Cometa,24,154.99,85.49,2023-07-12 00:00:00,22:59,06:59,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Premium
Util,24,,94.99,2023-07-12 00:00:00,00:30,08:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito
Util,24,,121.99,2023-07-12 00:00:00,00:30,08:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Comfort
Util,24,,169.99,2023-07-12 00:00:00,00:30,08:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
Util,24,,179.99,2023-07-12 00:00:00,00:30,08:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito - Individual
Util,24,,94.99,2023-07-12 00:00:00,08:00,16:00,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Executivo
Util,24,,95.0,2023-07-12 00:00:00,08:00,16:20,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Convencional
Util,24,,150.0,2023-07-12 00:00:00,08:00,16:20,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Leito
Util,24,,160.0,2023-07-12 00:00:00,08:00,16:20,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Leito - Individual
Cometa,24,,94.99,2023-07-12 00:00:00,09:00,16:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Premium
Util,24,,159.99,2023-07-12 00:00:00,09:00,16:20,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito - Individual
Util,24,,149.99,2023-07-12 00:00:00,09:00,16:20,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
Cometa,24,,144.99,2023-07-12 00:00:00,09:00,16:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito-Cama
Util,24,,94.99,2023-07-12 00:00:00,09:00,16:20,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Convencional
Util,24,,160.0,2023-07-12 00:00:00,10:20,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Terminal JK",Leito - Individual
Util,24,,124.77,2023-07-12 00:00:00,10:20,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Terminal JK",Semileito - Comfort
Util,24,,95.0,2023-07-12 00:00:00,10:20,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Terminal JK",Semileito
Util,24,,150.0,2023-07-12 00:00:00,10:20,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Terminal JK",Leito
Util,24,,150.0,2023-07-12 00:00:00,10:20,19:05,2023-07-12,"Rio de Janeiro, RJ - Metro Sao Cristovao","Belo Horizonte, MG - Terminal JK",Leito
Util,24,,160.0,2023-07-12 00:00:00,10:20,19:05,2023-07-12,"Rio de Janeiro, RJ - Metro Sao Cristovao","Belo Horizonte, MG - Terminal JK",Leito - Individual
Util,24,,95.0,2023-07-12 00:00:00,10:20,19:05,2023-07-12,"Rio de Janeiro, RJ - Metro Sao Cristovao","Belo Horizonte, MG - Terminal JK",Semileito
Util,24,,124.77,2023-07-12 00:00:00,10:20,19:05,2023-07-12,"Rio de Janeiro, RJ - Metro Sao Cristovao","Belo Horizonte, MG - Terminal JK",Semileito - Comfort
Util,24,,121.99,2023-07-12 00:00:00,11:00,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Comfort
Util,24,,159.99,2023-07-12 00:00:00,11:00,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito - Individual
Util,24,,94.99,2023-07-12 00:00:00,11:00,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito
Util,24,,149.99,2023-07-12 00:00:00,11:00,18:30,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
Cometa,24,,94.99,2023-07-12 00:00:00,13:00,21:00,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Convencional - DD
Cometa,24,,144.99,2023-07-12 00:00:00,13:00,21:00,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito-Cama
Util,24,,121.99,2023-07-12 00:00:00,13:30,21:00,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Comfort
Util,24,,159.99,2023-07-12 00:00:00,13:30,21:00,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito - Individual
Util,24,,94.99,2023-07-12 00:00:00,13:30,21:00,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito
Util,24,,149.99,2023-07-12 00:00:00,13:30,21:00,2023-07-12,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
Util,24,,170.0,2023-07-12 00:00:00,20:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Leito
Util,24,,180.0,2023-07-12 00:00:00,20:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Leito - Individual
Util,24,,95.0,2023-07-12 00:00:00,20:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Semileito
Util,24,,122.0,2023-07-12 00:00:00,20:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Semileito - Comfort
Util,24,,95.0,2023-07-12 00:00:00,21:00,05:15,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Convencional
Util,24,,170.0,2023-07-12 00:00:00,21:00,05:15,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Leito
Util,24,,180.0,2023-07-12 00:00:00,21:00,05:15,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Leito - Individual
Util,24,,179.99,2023-07-12 00:00:00,21:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito - Individual
Util,24,,94.99,2023-07-12 00:00:00,21:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito
Util,24,,121.99,2023-07-12 00:00:00,21:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Comfort
Util,24,,169.99,2023-07-12 00:00:00,21:15,05:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
Util,24,,94.99,2023-07-12 00:00:00,22:00,05:15,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Convencional
Util,24,,179.99,2023-07-12 00:00:00,22:00,05:15,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito - Individual
Cometa,24,,169.99,2023-07-12 00:00:00,22:00,06:00,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito-Cama
Util,24,,169.99,2023-07-12 00:00:00,22:00,05:15,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
Util,24,,180.0,2023-07-12 00:00:00,22:00,05:30,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Cama
Util,24,,150.0,2023-07-12 00:00:00,22:00,05:30,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Garagem Util",Leito
Util,24,,121.99,2023-07-12 00:00:00,22:30,05:40,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito - Comfort
Util,24,,169.99,2023-07-12 00:00:00,22:30,05:40,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
Util,24,,99.99,2023-07-12 00:00:00,22:30,05:40,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Semileito
Util,24,,179.99,2023-07-12 00:00:00,22:30,05:40,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito - Individual
GIPSYY,24,,169.59,2023-07-12 00:00:00,22:50,05:25,2023-07-13,"Rio de Janeiro, RJ - Rodov. do Rio","Belo Horizonte, MG - Rodoviária",Leito
